Cruise_moc_net,Cruise,year,month,day,D_N,tow,net,ID,station,Latitude,Longitude,yrday_local,hhmm,flow,vol_filt,min_press,max_press,temp,sal,max depth,min depth,CTD used,avg. t,avg sal,avg fluor,max fluor,avg o2,avg PAR,DIC(umol/kg),TA_final(umolkg-1),Si_um/kg ,pH_corr(2),PO4_um/kg,NO2+NO3 (um/kg),uM NH4
NH1208_m23_n8,NH1208,2012,9,12,N,23,8,23.08,32,34.433,-135.0954,257.081481,157.33,115,690,1.5,25.9,20.0839556962025,33.4086645569621,25,0,3253,20.0933045454545,33.4493181818182,0.144445454545455,0.144445454545455,227.387363636364,6.53227272727273,2008.55,2234.225,2.064,7.9273,,,
NH1208_m23_n9,NH1208,2012,9,12,N,23,9,23.09,32,34.428,-135.0993,257.088819,207.9,2,15.4,1,1.8,20.089,33.40225,0,0,3253,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2009.4,2238.4,2.064,7.9324,,,
NH1208_m24_n0,NH1208,2012,9,13,D,24,0,24,32,34.5261,-135.0731,257.349641,823.483,442,3052.3,4.3,1011.3,8.76574165769645,33.8900893433801,1000,0,3253,7.33266830491475,33.9924736208626,0.159691574724173,0.159691574724173,95.6493931795386,1.59613841524573,2125.66,2264.07,28.552,7.6917,,,
NH1208_m24_n1,NH1208,2012,9,13,D,24,1,24.01,32,34.562,-135.0753,257.392801,925.633,272,1582.9,800.5,1000,3.89078908188585,34.3462605459057,1000,800,3253,3.90960547263682,34.3589,0.153406965174129,0.153406965174129,12.1251243781095,1.74880597014925,2361.9,2362.9,114.552,7.30825,,,
NH1208_m24_n2,NH1208,2012,9,13,D,24,2,24.02,32,34.5769,-135.0779,257.411528,952.6,239,1288.3,601.5,799.2,4.65135806451613,34.2203,800,600,3253,4.63585074626865,34.2418527363184,0.150680597014925,0.150680597014925,17.2869303482587,1.64746268656716,2345.3,2346.75,100.62,7.2978,,,
NH1208_m24_n3,NH1208,2012,9,13,D,24,3,24.03,32,34.5891,-135.0791,257.425937,1013.349,297,1548.1,400.5,600.6,5.70000826446281,34.0459449035812,600,400,3253,5.75783333333334,34.0676213930348,0.142855223880597,0.142855223880597,56.1611293532338,1.44029850746269,2221.85,2302.33333333333,52.976,7.42353333333333,,,
NH1208_m24_n4,NH1208,2012,9,13,D,24,4,24.04,32,34.6045,-135.08,257.442801,1037.633,405,2073.4,202.3,400.4,8.01669646569647,33.9116444906445,400,200,3253,8.04090895522389,33.905676119403,0.117013432835821,0.117013432835821,152.052855721393,1.28044776119403,2107.675,2246.225,9.804,7.709375,,,
NH1208_m24_n5,NH1208,2012,9,13,D,24,5,24.05,32,34.6246,-135.0809,257.46515,1109.816,203,1147.4,102,201.3,11.7342575757576,33.3962803030303,200,100,3253,12.0055861386139,33.3967772277228,0.246346534653465,0.246346534653465,239.763485148515,1.28,2042.05,2228.675,4.644,7.8263,,,
NH1208_m24_n6,NH1208,2012,9,13,D,24,6,24.06,32,34.6352,-135.0817,257.477419,1127.483,89,539.7,49.7,102,14.8555390625,33.259,100,50,3253,14.7471392156863,33.2891411764706,0.289337254901961,0.289337254901961,260.485137254902,1.28,2007.73333333333,2227.8,1.72,7.90773333333333,,,
NH1208_m24_n7,NH1208,2012,9,13,D,24,7,24.07,32,34.6406,-135.0818,257.483368,1136.05,35,206.4,25.1,49.7,19.19948,33.3917,50,25,3253,18.8160923076923,33.40485,0.168123076923077,0.168123076923077,238.889692307692,1.28,2007.45,2230.975,2.064,7.92085,,,
NH1208_m24_n8,NH1208,2012,9,13,D,24,8,24.08,32,34.6428,-135.0818,257.485683,1139.384,40,236.4,0.8,24.7,20.1023571428571,33.4519107142857,25,0,3253,20.0933045454545,33.4493181818182,0.144445454545455,0.144445454545455,227.387363636364,6.53227272727273,2008.55,2234.225,2.064,7.9273,,,
NH1208_m24_n9,NH1208,2012,9,13,D,24,9,24.09,32,34.6453,-135.0817,257.488287,1143.133,1,7.6,-0.4,0.6,20.0031666666667,28.8468333333333,0,0,3253,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2009.4,2238.4,2.064,7.9324,,,
NH1208_m25_n0,NH1208,2012,9,13,N,25,0,25,34,33.5053,-134.9997,257.941493,2235.75,442,3141.8,4.4,1013.9,8.85548279352227,34.0960384615385,1000,0,3457,7.43340465116279,34.0732380182002,0.156832962588473,0.156832962588473,102.625222446916,1.53013144590494,2157.35,2276.84333333333,23.6672,7.68419333333333,,,
NH1208_m25_n1,NH1208,2012,9,13,N,25,1,25.01,34,33.5388,-134.9978,257.9875,2342,222,1333.1,785.9,995.3,3.999642228739,34.364357771261,1000,800,3457,3.97372686567164,34.3620965174129,0.152086567164179,0.152086567164179,11.9366268656716,1.82681592039801,2364.35,2344.85,86.688,7.29665,,,
NH1208_m25_n2,NH1208,2012,9,13,N,25,2,25.02,34,33.5503,-134.998,258.003345,4.8,241,1336.7,600.5,784.6,4.59987076923077,34.1899230769231,800,600,3457,4.51597512437811,34.2056338308458,0.1488407960199,0.1488407960199,20.5719502487562,1.72144278606965,2337.46666666667,2329.5,52.632,7.3044,,,
NH1208_m25_n3,NH1208,2012,9,13,N,25,3,25.03,34,33.5622,-134.9976,258.018449,26.57,301,1659.6,400.7,599.9,5.66634936708861,34.0258,600,400,3457,5.78418308457711,34.0395706467662,0.137160199004975,0.137160199004975,70.1803830845771,1.48980099502488,2278.03333333333,2299.85,42.656,7.37753333333333,,,
NH1208_m25_n4,NH1208,2012,9,13,N,25,4,25.04,34,33.5761,-134.9967,258.036806,53,256,1392.3,201.2,400.2,8.12990548780487,33.9052225609756,400,200,3457,8.42804975124379,33.9113945273632,0.108499502487562,0.108499502487562,178.604611940298,1.29328358208955,2156.4,2264.4125,21.156,7.62985,,,
NH1208_m25_n5,NH1208,2012,9,13,N,25,5,25.05,34,33.5885,-134.9969,258.052037,114.93,225,1258.4,101.2,201.4,12.4321219512195,33.6841916376307,200,100,3457,12.4272356435644,33.7050782178218,0.234128712871287,0.234128712871287,236.976376237624,1.28,2051.825,2243.65,4.386,7.85845,,,
NH1208_m25_n6,NH1208,2012,9,13,N,25,6,25.06,34,33.5996,-134.9968,258.06537,134.13,125,721,51.8,101.9,16.1100179640719,33.8604550898204,100,50,3457,15.6683490196078,33.801062745098,0.312980392156863,0.312980392156863,254.623490196078,1.28,2023.5,2251,1.72,7.9304,,,
NH1208_m25_n7,NH1208,2012,9,13,N,25,7,25.07,34,33.6063,-134.9965,258.073137,145.32,71,416.7,23.6,52,20.0880408163265,34.1007857142857,50,25,3457,19.8752384615385,34.1509038461538,0.181519230769231,0.181519230769231,232.723576923077,1.28,2024.75,2270.9,2.064,7.9544,,,
NH1208_m25_n8,NH1208,2012,9,13,N,25,8,25.08,34,33.6103,-134.9963,258.077685,151.87,70,409.6,0.6,23.6,21.1794183673469,34.1525,25,0,3457,21.1932857142857,34.2948214285714,0.161142857142857,0.161142857142857,221.730571428571,1.62357142857143,2030.65,2280.35,2.064,7.96465,,,
NH1208_m25_n9,NH1208,2012,9,13,N,25,9,25.09,34,33.6144,-134.9961,258.082245,158.43,0,0,0.5,0.6,18.0703333333333,1.625,0,0,3457,21.1913,21.1913,21.1913,21.1913,21.1913,21.1913,2030.4,2280.3,1.032,7.9647,,,
NH1208_m26_n0,NH1208,2012,9,14,D,26,0,26,34,33.5889,-134.9791,258.354259,830.133,418,3080.7,5.3,1012.3,8.46477578947368,34.083205263158,1000,0,3457,7.43340465116279,34.0732380182002,0.156832962588473,0.156832962588473,102.625222446916,1.53013144590494,2157.35,2276.84333333333,23.6672,7.68419333333333,,,
NH1208_m26_n1,NH1208,2012,9,14,D,26,1,26.01,34,33.6207,-134.9839,258.398646,934.05,239,1487.8,800.3,1000.8,3.9237380952381,34.349753968254,1000,800,3457,3.97372686567164,34.3620965174129,0.152086567164179,0.152086567164179,11.9366268656716,1.82681592039801,2364.35,2344.85,86.688,7.29665,,,
NH1208_m26_n2,NH1208,2012,9,14,D,26,2,26.02,34,33.6314,-134.9866,258.416204,959.334,211,1303.3,600.4,799.8,4.48123913043478,34.1843819875776,800,600,3457,4.51597512437811,34.2056338308458,0.1488407960199,0.1488407960199,20.5719502487562,1.72144278606965,2337.46666666667,2329.5,52.632,7.3044,,,
NH1208_m26_n3,NH1208,2012,9,14,D,26,3,26.03,34,33.6411,-134.9904,258.431169,1020.883,257,1489.6,401.9,600.1,5.57985875706215,34.0359802259887,600,400,3457,5.78418308457711,34.0395706467662,0.137160199004975,0.137160199004975,70.1803830845771,1.48980099502488,2278.03333333333,2299.85,42.656,7.37753333333333,,,
NH1208_m26_n4,NH1208,2012,9,14,D,26,4,26.04,34,33.6533,-134.9952,258.447616,1044.567,349,1876.1,200.3,401.2,7.99883140877598,33.9134988452655,400,200,3457,8.42804975124379,33.9113945273632,0.108499502487562,0.108499502487562,178.604611940298,1.29328358208955,2156.4,2264.4125,21.156,7.62985,,,
NH1208_m26_n5,NH1208,2012,9,14,D,26,5,26.05,34,33.6697,-135.0012,258.467731,1113.533,246,1318.5,101.6,200.3,12.4963595890411,33.6671643835617,200,100,3457,12.4272356435644,33.7050782178218,0.234128712871287,0.234128712871287,236.976376237624,1.28,2051.825,2243.65,4.386,7.85845,,,
NH1208_m26_n6,NH1208,2012,9,14,D,26,6,26.06,34,33.6818,-135.0049,258.481296,1133.066,123,654.4,51.4,101.4,15.7151643835616,33.8339931506849,100,50,3457,15.6683490196078,33.801062745098,0.312980392156863,0.312980392156863,254.623490196078,1.28,2023.5,2251,1.72,7.9304,,,
NH1208_m26_n7,NH1208,2012,9,14,D,26,7,26.07,34,33.6883,-135.0069,258.488079,1142.834,106,602.4,26.6,51.1,19.8867357142857,34.0655714285714,50,25,3457,19.8752384615385,34.1509038461538,0.181519230769231,0.181519230769231,232.723576923077,1.28,2024.75,2270.9,2.064,7.9544,,,
NH1208_m26_n8,NH1208,2012,9,14,D,26,8,26.08,34,33.6944,-135.009,258.494583,1152.2,102,575.9,1.4,26.8,21.0064198473283,34.2086564885496,25,0,3457,21.1932857142857,34.2948214285714,0.161142857142857,0.161142857142857,221.730571428571,1.62357142857143,2030.65,2280.35,2.064,7.96465,,,
NH1208_m26_n9,NH1208,2012,9,14,D,26,9,26.09,34,33.7006,-135.0111,258.500671,1200.966,2,13.9,0.8,2.7,19.6055454545455,16.4227272727273,0,0,3457,21.1913,21.1913,21.1913,21.1913,21.1913,21.1913,2030.4,2280.3,1.032,7.9647,,,
